4.1491e-09,2.6424e-07,2.9872e-06,1.6564e-05,6.1853e-05,0.00017899,0.0004323,0.00091193,0.001733,0.0030327,0.0049689,0.007721,0.01149,0.016498,0.022986,0.031212,0.041442,0.053948,0.068999,0.086859,0.10778,0.13202,0.1598,0.19135,0.22688,0.26659,0.31065,0.35924,0.41252,0.47061,0.53363,0.6017,0.67488,0.75324,0.83683,0.92565,1.0197,1.119,1.2235,1.3331,1.4477,1.5673,1.6917,1.8208,1.9544,2.0924,2.2346,2.3807,2.5307,2.6843,2.8411,3.0011,3.164,3.3296,3.4975,3.6675,3.8394,4.013,4.1879,4.364,4.541,4.7186,4.8966,5.0749,5.2531,5.4311,5.6087,5.7856,5.9618,6.137,6.3111,6.4839,6.6554,6.8253,6.9937,7.1603,7.3252,7.4882,7.6494,7.8086,7.9659,8.1212,8.2746,8.426,8.5755,8.7232,8.869,9.013,9.1553,9.296,9.4352,9.5728,9.7092,9.8443,9.9782,10.1112,10.2432,10.3745,10.5052,10.6354
4.3806e-09,2.791e-07,3.1573e-06,1.7522e-05,6.5488e-05,0.00018967,0.00045844,0.00096766,0.0018398,0.003221,0.0052795,0.0082067,0.012217,0.017546,0.024452,0.033206,0.044088,0.057381,0.073366,0.092316,0.11449,0.14015,0.16952,0.20283,0.24028,0.28208,0.3284,0.37941,0.43524,0.49602,0.56187,0.63286,0.70906,0.79052,0.87726,0.96927,1.0665,1.169,1.2766,1.3893,1.5069,1.6294,1.7565,1.8882,2.0242,2.1643,2.3084,2.4562,2.6075,2.7621,2.9196,3.08,3.2428,3.4079,3.575,3.7439,3.9141,4.0856,4.2581,4.4313,4.6049,4.7788,4.9526,5.1263,5.2995,5.4721,5.6439,5.8148,5.9845,6.1529,6.3199,6.4854,6.6492,6.8113,6.9716,7.13,7.2865,7.4411,7.5936,7.7443,7.8929,8.0396,8.1843,8.3272,8.4682,8.6075,8.7451,8.8812,9.0157,9.1488,9.2806,9.4112,9.5408,9.6694,9.7973,9.9245,10.0511,10.1774,10.3035,10.4295
4.6168e-09,2.9427e-07,3.3311e-06,1.8502e-05,6.9212e-05,0.00020063,0.00048529,0.0010249,0.0019497,0.003415,0.0055996,0.0087076,0.012967,0.018629,0.025966,0.035264,0.046816,0.060919,0.077862,0.097927,0.12138,0.14848,0.17946,0.21455,0.25395,0.29785,0.34643,0.39984,0.45821,0.52165,0.59027,0.66413,0.74327,0.82773,0.91749,1.0125,1.1128,1.2183,1.3288,1.4443,1.5647,1.6897,1.8192,1.9531,2.0911,2.2329,2.3785,2.5275,2.6796,2.8347,2.9925,3.1526,3.3149,3.479,3.6447,3.8117,3.9798,4.1487,4.3181,4.4878,4.6575,4.8271,4.9963,5.1649,5.3327,5.4995,5.6652,5.8296,5.9926,6.154,6.3138,6.4718,6.628,6.7822,6.9346,7.0849,7.2333,7.3796,7.524,7.6664,7.8069,7.9455,8.0822,8.2173,8.3506,8.4824,8.6127,8.7416,8.8693,8.9959,9.1215,9.2462,9.3703,9.4937,9.6167,9.7395,9.8622,9.9848,10.1077,10.2309
4.8576e-09,3.0975e-07,3.5086e-06,1.9504e-05,7.3026e-05,0.00021186,0.00051284,0.0010838,0.0020627,0.0036144,0.0059291,0.0092235,0.01374,0.019745,0.027526,0.037385,0.049627,0.06456,0.082485,0.10369,0.12844,0.157,0.18962,0.2265,0.26785,0.31386,0.36469,0.42049,0.48138,0.54745,0.61878,0.69544,0.77743,0.86477,0.95743,1.0554,1.1585,1.2668,1.38,1.4981,1.6208,1.7481,1.8797,2.0154,2.155,2.2982,2.4447,2.5944,2.747,2.9021,3.0595,3.2189,3.38,3.5427,3.7064,3.8711,4.0365,4.2022,4.3681,4.5338,4.6992,4.8641,5.0282,5.1914,5.3534,5.5142,5.6735,5.8313,5.9874,6.1417,6.2942,6.4448,6.5934,6.74,6.8846,7.0271,7.1677,7.3062,7.4428,7.5776,7.7105,7.8417,7.9712,8.0991,8.2256,8.3508,8.4748,8.5977,8.7196,8.8408,8.9613,9.0813,9.201,9.3205,9.4399,9.5595,9.6794,9.7998,9.9208,10.0425
5.1029e-09,3.2552e-07,3.6896e-06,2.0527e-05,7.6926e-05,0.00022337,0.00054108,0.0011442,0.0021787,0.0038195,0.0062681,0.0097547,0.014536,0.020895,0.029134,0.039569,0.05252,0.068305,0.087233,0.1096,0.13567,0.16572,0.19998,0.23867,0.28198,0.3301,0.38317,0.44134,0.5047,0.57335,0.64734,0.72671,0.81145,0.90156,0.99697,1.0976,1.2034,1.3142,1.4299,1.5503,1.6752,1.8045,1.9378,2.0749,2.2157,2.3598,2.507,2.6569,2.8094,2.964,3.1206,3.2788,3.4384,3.599,3.7603,3.9222,4.0844,4.2465,4.4084,4.5698,4.7305,4.8903,5.049,5.2064,5.3625,5.517,5.6698,5.8209,5.9701,6.1173,6.2626,6.4058,6.5471,6.6862,6.8234,6.9585,7.0917,7.223,7.3524,7.4801,7.6062,7.7307,7.8537,7.9755,8.096,8.2156,8.3342,8.452,8.5693,8.6861,8.8027,8.9192,9.0357,9.1524,9.2695,9.3872,9.5055,9.6248,9.745,9.8665
5.3525e-09,3.4159e-07,3.8742e-06,2.1572e-05,8.0912e-05,0.00023514,0.00057001,0.0012061,0.0022978,0.0040301,0.0066165,0.010301,0.015356,0.022079,0.030789,0.041816,0.055494,0.072151,0.092103,0.11565,0.14307,0.17462,0.21054,0.25104,0.29631,0.34653,0.40183,0.46234,0.52815,0.59932,0.67589,0.75788,0.84527,0.93801,1.036,1.1392,1.2475,1.3606,1.4785,1.601,1.7277,1.8586,1.9933,2.1315,2.2731,2.4177,2.5651,2.7149,2.8668,3.0205,3.1758,3.3324,3.4898,3.648,3.8065,3.9652,4.1237,4.2818,4.4394,4.5961,4.7517,4.9062,5.0593,5.2108,5.3607,5.5089,5.6551,5.7995,5.9418,6.0821,6.2204,6.3565,6.4907,6.6228,6.7529,6.8811,7.0075,7.1321,7.255,7.3764,7.4963,7.6149,7.7324,7.8488,7.9643,8.0792,8.1934,8.3073,8.4209,8.5345,8.6483,8.7622,8.8767,8.9918,9.1076,9.2244,9.3424,9.4616,9.5822,9.7044
5.6064e-09,3.5793e-07,4.0621e-06,2.2637e-05,8.4983e-05,0.00024718,0.00059962,0.0012695,0.0024199,0.0042462,0.0069743,0.010862,0.016199,0.023296,0.032491,0.044127,0.058549,0.076097,0.097094,0.12184,0.15062,0.18369,0.22128,0.2636,0.31084,0.36314,0.42065,0.48347,0.55167,0.6253,0.70437,0.78889,0.8788,0.97404,1.0745,1.1801,1.2906,1.4058,1.5257,1.6499,1.7782,1.9103,2.0461,2.1851,2.3271,2.4719,2.619,2.7682,2.9191,3.0716,3.2251,3.3796,3.5346,3.6899,3.8452,4.0002,4.1547,4.3086,4.4614,4.6132,4.7636,4.9125,5.0598,5.2053,5.349,5.4908,5.6306,5.7683,5.9039,6.0375,6.169,6.2984,6.4258,6.5513,6.6749,6.7967,6.9169,7.0354,7.1525,7.2683,7.3829,7.4965,7.6092,7.7212,7.8327,7.9438,8.0547,8.1656,8.2766,8.388,8.4999,8.6125,8.7259,8.8404,8.956,9.073,9.1915,9.3116,9.4336,9.5574
5.8643e-09,3.7455e-07,4.2534e-06,2.3722e-05,8.9136e-05,0.00025948,0.0006299,0.0013344,0.002545,0.0044678,0.0073416,0.011439,0.017065,0.024548,0.034239,0.0465,0.061685,0.080142,0.1022,0.12817,0.15833,0.19292,0.2322,0.27634,0.32553,0.37991,0.4396,0.50468,0.57522,0.65124,0.73273,0.81967,0.91198,1.0096,1.1123,1.22,1.3326,1.4498,1.5713,1.697,1.8265,1.9597,2.0961,2.2355,2.3776,2.5221,2.6686,2.8168,2.9664,3.1171,3.2686,3.4206,3.5727,3.7248,3.8765,4.0276,4.1778,4.3271,4.4751,4.6216,4.7666,4.9099,5.0513,5.1909,5.3284,5.4639,5.5972,5.7285,5.8577,5.9848,6.1098,6.2329,6.3541,6.4735,6.5911,6.7071,6.8217,6.9349,7.0469,7.1579,7.268,7.3774,7.4862,7.5947,7.7031,7.8114,7.9199,8.0287,8.1382,8.2483,8.3593,8.4714,8.5848,8.6995,8.8159,8.9339,9.0538,9.1757,9.2997,9.426
6.1262e-09,3.9143e-07,4.448e-06,2.4827e-05,9.3371e-05,0.00027203,0.00066085,0.0014008,0.0026731,0.004695,0.0077182,0.012031,0.017954,0.025833,0.036035,0.048935,0.064899,0.084285,0.10743,0.13463,0.16618,0.20232,0.24327,0.28923,0.34036,0.3968,0.45863,0.52594,0.59876,0.67709,0.76091,0.85016,0.94474,1.0445,1.1494,1.2591,1.3735,1.4923,1.6152,1.7421,1.8726,2.0064,2.1432,2.2827,2.4245,2.5684,2.7139,2.8607,3.0086,3.1573,3.3063,3.4554,3.6044,3.7529,3.9007,4.0476,4.1934,4.3378,4.4807,4.622,4.7615,4.8991,5.0347,5.1682,5.2997,5.429,5.5562,5.6813,5.8043,5.9253,6.0444,6.1615,6.277,6.3908,6.503,6.6139,6.7236,6.8322,6.9399,7.0468,7.1532,7.2593,7.3652,7.471,7.5771,7.6835,7.7905,7.8982,8.0069,8.1167,8.2277,8.3402,8.4544,8.5702,8.688,8.8079,8.9299,9.0542,9.181,9.3104
6.392e-09,4.0857e-07,4.6457e-06,2.5952e-05,9.7686e-05,0.00028484,0.00069246,0.0014687,0.0028042,0.0049276,0.0081044,0.012638,0.018867,0.027152,0.037878,0.051432,0.068193,0.088523,0.11276,0.14122,0.17416,0.21185,0.2545,0.30227,0.35533,0.41379,0.47774,0.54722,0.62225,0.70282,0.78886,0.88029,0.977,1.0788,1.1856,1.2971,1.4131,1.5333,1.6574,1.7853,1.9164,2.0506,2.1874,2.3266,2.4678,2.6107,2.7549,2.9,3.0459,3.1921,3.3383,3.4843,3.6298,3.7745,3.9182,4.0607,4.2018,4.3413,4.479,4.6149,4.7489,4.8808,5.0106,5.1383,5.2638,5.3872,5.5085,5.6278,5.745,5.8603,5.9738,6.0856,6.1959,6.3047,6.4122,6.5186,6.6241,6.7288,6.8329,6.9367,7.0402,7.1437,7.2474,7.3515,7.4561,7.5615,7.6678,7.7753,7.884,7.9942,8.1061,8.2197,8.3353,8.453,8.5729,8.6952,8.82,8.9473,9.0774,9.2102
