2.0397e-08,1.2921e-06,1.4415e-05,7.7829e-05,0.00027839,0.00076039,0.0017207,0.0034027,0.0060974,0.010146,0.015932,0.023862,0.034348,0.047785,0.064544,0.084973,0.10939,0.13808,0.17131,0.20931,0.25225,0.3003,0.35354,0.41204,0.47581,0.54479,0.61891,0.69803,0.78197,0.87051,0.9634,1.0603,1.161,1.2651,1.3722,1.4819,1.5939,1.7077,1.823,1.9393,2.0563,2.1736,2.2908,2.4076,2.5237,2.6387,2.7525,2.8647,2.9752,3.0838,3.1903,3.2947,3.3969,3.4968,3.5944,3.6898,3.7829,3.874,3.963,4.0502,4.1357,4.2196,4.3022,4.3836,4.4641,4.5439,4.6232,4.7024,4.7816,4.8611,4.9411,5.022,5.1038,5.187,5.2716,5.358,5.4463,5.5367,5.6294,5.7246,5.8225,5.9231,6.0266,6.1332,6.243,6.3559,6.4722,6.5918,6.7148,6.8412,6.9711,7.1045,7.2413,7.3816,7.5253,7.6723,7.8227,7.9764,8.1333,8.2934
2.1538e-08,1.3656e-06,1.5254e-05,8.2467e-05,0.0002953,0.00080721,0.0018278,0.0036165,0.0064841,0.010794,0.016952,0.025387,0.036525,0.050775,0.068515,0.090095,0.11583,0.14601,0.18089,0.22067,0.26553,0.31559,0.37092,0.43156,0.49747,0.56857,0.64474,0.7258,0.81153,0.90166,0.99591,1.0939,1.1954,1.2999,1.407,1.5164,1.6276,1.7402,1.8539,1.9681,2.0825,2.1968,2.3105,2.4235,2.5353,2.6457,2.7545,2.8614,2.9664,3.0692,3.1698,3.2682,3.3642,3.458,3.5495,3.6389,3.7261,3.8115,3.895,3.977,4.0576,4.1369,4.2153,4.293,4.3701,4.4471,4.5241,4.6014,4.6792,4.7578,4.8375,4.9185,5.0011,5.0854,5.1717,5.2601,5.351,5.4444,5.5404,5.6394,5.7413,5.8463,5.9544,6.0659,6.1807,6.2989,6.4206,6.5457,6.6742,6.8063,6.9418,7.0807,7.2231,7.3688,7.5178,7.6701,7.8255,7.9841,8.1456,8.3102
2.2703e-08,1.4407e-06,1.6113e-05,8.7225e-05,0.00031268,0.00085539,0.0019381,0.003837,0.0068832,0.011463,0.018005,0.026959,0.038766,0.053846,0.072583,0.09533,0.1224,0.15407,0.19058,0.23213,0.27887,0.3309,0.38825,0.45093,0.51886,0.59194,0.66998,0.75277,0.84005,0.93152,1.0268,1.1256,1.2275,1.3321,1.4389,1.5475,1.6576,1.7686,1.8801,1.9919,2.1034,2.2143,2.3243,2.4331,2.5404,2.6459,2.7496,2.8512,2.9507,3.0478,3.1427,3.2352,3.3254,3.4134,3.4993,3.5832,3.6652,3.7455,3.8243,3.9018,3.9783,4.0541,4.1292,4.2041,4.279,4.3542,4.4298,4.5063,4.5838,4.6627,4.743,4.8252,4.9094,4.9957,5.0845,5.1759,5.27,5.367,5.467,5.5701,5.6765,5.7862,5.8993,6.0158,6.1358,6.2592,6.3862,6.5166,6.6505,6.7878,6.9285,7.0725,7.2198,7.3703,7.524,7.6807,7.8404,8.003,8.1683,8.3364
2.3891e-08,1.5174e-06,1.6992e-05,9.2101e-05,0.00033051,0.0009049,0.0020516,0.0040641,0.0072946,0.012153,0.019091,0.028577,0.04107,0.056997,0.076746,0.10067,0.12908,0.16224,0.20038,0.24367,0.29225,0.34619,0.40548,0.4701,0.53993,0.61482,0.69455,0.77887,0.86747,0.96,1.0561,1.1553,1.2573,1.3616,1.4677,1.5752,1.6837,1.7928,1.9019,2.0108,2.1191,2.2263,2.3323,2.4367,2.5394,2.64,2.7386,2.8349,2.9289,3.0205,3.1098,3.1968,3.2817,3.3644,3.4451,3.5241,3.6015,3.6775,3.7523,3.8263,3.8996,3.9726,4.0455,4.1186,4.1922,4.2665,4.3418,4.4184,4.4966,4.5765,4.6584,4.7426,4.8291,4.9183,5.0102,5.1051,5.203,5.3041,5.4084,5.5161,5.6271,5.7417,5.8597,5.9812,6.1062,6.2347,6.3666,6.502,6.6408,6.7828,6.9282,7.0767,7.2283,7.3829,7.5404,7.7008,7.8639,8.0296,8.1978,8.3685
2.5101e-08,1.5956e-06,1.7889e-05,9.7094e-05,0.0003488,0.00095575,0.0021683,0.0042979,0.0077185,0.012864,0.020209,0.030243,0.043436,0.060225,0.081,0.10611,0.13586,0.17051,0.21026,0.25527,0.30564,0.36142,0.42257,0.48902,0.56062,0.63716,0.7184,0.80402,0.89369,0.98702,1.0836,1.183,1.2847,1.3884,1.4935,1.5996,1.7062,1.8129,1.9193,2.0251,2.1298,2.2332,2.335,2.4349,2.5328,2.6286,2.722,2.8131,2.9018,2.9882,3.0723,3.1542,3.234,3.312,3.3882,3.4629,3.5364,3.6088,3.6805,3.7517,3.8228,3.8939,3.9654,4.0376,4.1108,4.1851,4.261,4.3386,4.4182,4.4999,4.5841,4.6709,4.7605,4.853,4.9486,5.0473,5.1494,5.2548,5.3636,5.4759,5.5917,5.711,5.8338,5.9601,6.0898,6.223,6.3596,6.4994,6.6425,6.7888,6.9381,7.0903,7.2455,7.4034,7.564,7.7272,7.8929,8.0608,8.2311,8.4035
2.6333e-08,1.6753e-06,1.8806e-05,0.0001022,0.00036755,0.0010079,0.0022882,0.0045383,0.0081549,0.013596,0.02136,0.031954,0.045863,0.063528,0.08534,0.11165,0.14274,0.17886,0.2202,0.26689,0.31901,0.37656,0.43948,0.50764,0.58086,0.6589,0.74145,0.82817,0.91867,1.0125,1.1093,1.2085,1.3098,1.4125,1.5162,1.6205,1.7249,1.829,1.9325,2.0348,2.1359,2.2352,2.3327,2.4281,2.5212,2.6121,2.7005,2.7866,2.8703,2.9518,3.031,3.1083,3.1836,3.2574,3.3297,3.4009,3.4711,3.5408,3.6101,3.6794,3.7489,3.819,3.89,3.9621,4.0357,4.1109,4.188,4.2673,4.349,4.4333,4.5203,4.6103,4.7033,4.7995,4.899,5.0019,5.1082,5.218,5.3313,5.4481,5.5685,5.6924,5.8197,5.9504,6.0845,6.222,6.3626,6.5063,6.6531,6.8029,6.9555,7.1108,7.2688,7.4292,7.5921,7.7573,7.9247,8.0942,8.2657,8.4391
2.7586e-08,1.7565e-06,1.9742e-05,0.00010743,0.00038674,0.0010614,0.0024112,0.0047855,0.0086038,0.014349,0.022543,0.033712,0.048349,0.066903,0.089762,0.11727,0.1497,0.18728,0.23019,0.27853,0.33234,0.39158,0.45617,0.52592,0.60062,0.67998,0.76364,0.85124,0.94233,1.0365,1.1332,1.232,1.3323,1.4338,1.5359,1.6381,1.7401,1.8413,1.9416,2.0404,2.1375,2.2327,2.3258,2.4167,2.5052,2.5912,2.6749,2.7562,2.8352,2.9121,2.9869,3.06,3.1315,3.2016,3.2707,3.339,3.4067,3.4743,3.542,3.6102,3.679,3.7489,3.8201,3.8928,3.9675,4.0442,4.1233,4.2048,4.2892,4.3764,4.4667,4.5602,4.6569,4.7571,4.8606,4.9677,5.0783,5.1925,5.3101,5.4313,5.556,5.6841,5.8155,5.9503,6.0882,6.2293,6.3734,6.5204,6.6703,6.8229,6.978,7.1357,7.2957,7.458,7.6224,7.7889,7.9574,8.1277,8.2997,8.4734
2.886e-08,1.8391e-06,2.0696e-05,0.00011276,0.00040637,0.0011162,0.0025374,0.0050393,0.0090653,0.015123,0.023759,0.035514,0.050894,0.070348,0.094262,0.12297,0.15673,0.19577,0.24022,0.29015,0.34559,0.40644,0.47259,0.54382,0.61985,0.70035,0.78493,0.87318,0.96463,1.0588,1.1551,1.2532,1.3525,1.4524,1.5526,1.6525,1.7518,1.85,1.9468,2.0419,2.1351,2.2261,2.3148,2.4012,2.4851,2.5666,2.6457,2.7226,2.7972,2.87,2.9409,3.0103,3.0785,3.1456,3.2121,3.2781,3.3442,3.4104,3.4772,3.5449,3.6138,3.6841,3.7561,3.8302,3.9066,3.9854,4.0668,4.1512,4.2386,4.3291,4.4229,4.5201,4.6207,4.7249,4.8325,4.9438,5.0585,5.1768,5.2986,5.4238,5.5524,5.6843,5.8194,5.9576,6.0989,6.243,6.39,6.5397,6.6919,6.8466,7.0037,7.163,7.3244,7.4878,7.6532,7.8203,7.9892,8.1596,8.3317,8.5051
3.0153e-08,1.9231e-06,2.1667e-05,0.00011821,0.00042644,0.0011723,0.0026668,0.0052998,0.0095393,0.015919,0.025007,0.037361,0.053495,0.073859,0.098836,0.12874,0.16383,0.2043,0.25025,0.30174,0.35873,0.42112,0.48872,0.56128,0.63849,0.71996,0.80527,0.89395,0.98552,1.0795,1.1752,1.2723,1.3702,1.4684,1.5664,1.6637,1.7601,1.8551,1.9484,2.0397,2.1289,2.2157,2.3001,2.3821,2.4617,2.5388,2.6137,2.6864,2.7571,2.8262,2.8937,2.96,3.0254,3.0902,3.1547,3.2192,3.2841,3.3497,3.4163,3.4842,3.5537,3.6251,3.6986,3.7745,3.853,3.9344,4.0187,4.1061,4.1968,4.2908,4.3883,4.4893,4.5939,4.702,4.8136,4.9288,5.0475,5.1696,5.2952,5.424,5.5561,5.6913,5.8296,5.9707,6.1147,6.2613,6.4105,6.5622,6.7162,6.8724,7.0307,7.191,7.3532,7.5172,7.6828,7.8501,8.0188,8.189,8.3605,8.5333
3.1466e-08,2.0085e-06,2.2657e-05,0.00012376,0.00044695,0.0012297,0.0027994,0.0055671,0.010026,0.016735,0.026286,0.039251,0.056151,0.077435,0.10348,0.13459,0.17099,0.21286,0.26028,0.31327,0.37175,0.43557,0.50452,0.57828,0.65651,0.73877,0.82461,0.91352,1.005,1.0984,1.1934,1.2892,1.3855,1.4817,1.5773,1.672,1.7653,1.8569,1.9465,2.034,2.1192,2.2019,2.2822,2.36,2.4353,2.5084,2.5793,2.6483,2.7156,2.7814,2.846,2.9098,2.9731,3.0361,3.0992,3.1629,3.2273,3.2928,3.3598,3.4285,3.4992,3.5721,3.6476,3.7258,3.8069,3.8911,3.9785,4.0692,4.1634,4.261,4.3622,4.467,4.5753,4.6872,4.8027,4.9216,5.0439,5.1695,5.2984,5.4304,5.5655,5.7035,5.8443,5.9879,6.1339,6.2825,6.4333,6.5864,6.7416,6.8987,7.0577,7.2185,7.3809,7.5449,7.7104,7.8773,8.0455,8.2149,8.3856,8.5574
